TF,EDGE_TYPE,ANALYSIS,TARGET,Log2FC,Pvalue,analysis_id,gene_id,gene_name,ANALYSIS_CUTOFF,ANALYSIS_METHOD,CONTROL,DATA_SOURCE/PUBLICATION,DOI,EXPERIMENT_TYPE,GENOTYPE,GROWTH_MEDIUM,GROWTH_PERIOD_DAYS,TECHNOLOGY/METHOD,TISSUE/SAMPLE,TREATMENTS,TREATMENT_TIME
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G19940,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G20230,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G20693,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G21100,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G21120,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G21130,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G21140,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G21550,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G21940,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G22370,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G23390,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G24470,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G24600,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G26410,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G26580,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G26665,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G27020,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G27420,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G29720,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G29860,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G30190,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G30730,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G30760,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G31350,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G31690,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G31950,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G32090,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G32350,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G32950,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G33030,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G33720,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G34160,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G35230,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G35530,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G35580,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G44830,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G47400,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G47510,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G49000,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G49130,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G49200,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G49210,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G49700,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G51620,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G51800,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G52200,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G52690,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G52890,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G54000,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G54020,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G54040,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G54050,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G55450,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G55940,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G56240,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G56300,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
"('AT1G01060', '', '37d632b4-1a1a-4c12-9182-0b3bf3ff9f1b')",in vitro:Bound:DAP,2650,AT1G56340,,,2650,AT1G01060,LHY,Q<0.01,GEM,,O'Malley & Huang Cell 2016,10.1016/j.cell.2016.04.038,Binding,Col-0,,,DAPSeq,gDNA,None,
